id,age,gender,signup_date,total_orders,average_order_value,total_spent,frequency_of_purchases,last_purchase_date,product_categories,website_visits,email_open_rate ,social_media_engagement,customer_support_interactions,returns_refunds,payment_method,device_type,loyalty_program_status
231,32,Male,30/01/2020,54,142,,40,12/06/2024,Health,504,14.36,72,13,7,visa-electron,Mobile,Gold
232,32,Male,07/10/2021,37,351,,23,08/12/2023,Electronics,299,76.86,38,1,4,mastercard,Mobile,Bronze
233,46,Female,04/07/2024,38,26,,291,12/07/2024,Books,277,26.36,30,11,0,mastercard,Mobile,Platinum
234,56,Female,11/08/2020,50,356,,263,06/06/2024,Electronics,796,90.13,51,18,7,bankcard,Desktop,Bronze
235,32,Female,15/01/2021,69,158,,263,02/05/2024,Sports & Outdoors,987,7.27,59,8,2,visa-electron,Mobile,Silver
236,39,Male,23/01/2020,52,33,,250,25/09/2023,Electronics,532,82.29,84,4,4,jcb,Mobile,Silver
237,33,Female,19/08/2023,61,170,,17,04/04/2024,Automotive,923,53.75,8,18,6,jcb,Mobile,Bronze
238,42,Male,17/01/2019,53,60,,345,27/02/2024,Beauty,314,56.63,94,11,3,diners-club-enroute,Desktop,Gold
239,37,Female,06/06/2020,42,143,,68,27/05/2024,Home & Kitchen,190,73.46,59,4,5,jcb,Desktop,Platinum
240,22,Male,21/12/2021,87,370,,151,13/08/2024,Pets,259,74.85,29,4,6,diners-club-carte-blanche,Mobile,Gold
241,85,Male,13/12/2022,46,335,,86,12/06/2024,Clothing,239,8.29,24,4,5,jcb,Mobile,Platinum
242,46,Male,23/07/2024,78,147,,144,10/11/2023,Electronics,334,83.36,53,11,4,mastercard,Mobile,Gold
243,72,Female,20/08/2018,64,419,,48,30/09/2023,Books,697,52.45,34,11,4,bankcard,Desktop,Bronze
244,67,Female,27/07/2019,56,458,,183,27/03/2024,Sports & Outdoors,465,70.82,7,12,7,visa-electron,Mobile,Bronze
245,19,Female,10/11/2021,44,246,,308,15/06/2024,Beauty,563,22.29,17,0,10,diners-club-enroute,Desktop,Gold
246,25,Female,26/10/2023,67,67,,26,07/11/2023,Home & Kitchen,629,17.6,7,10,6,maestro,Desktop,Platinum
247,22,Male,06/02/2021,96,485,,316,10/11/2023,Clothing,788,92.99,25,15,2,china-unionpay,Desktop,Silver
248,67,Male,04/06/2023,82,10,,78,09/01/2024,Clothing,930,42.55,12,14,6,jcb,Mobile,Bronze
249,62,Female,14/01/2023,59,336,,133,16/03/2024,Books,916,31.35,36,8,4,visa,Desktop,Gold
250,91,Male,27/08/2023,51,45,,256,22/09/2023,Pets,140,75.84,10,13,9,maestro,Mobile,Silver
251,38,Male,22/10/2019,26,51,,286,16/03/2024,Sports & Outdoors,904,83.28,1,16,7,americanexpress,Desktop,Platinum
252,84,Male,20/09/2022,31,239,,266,05/03/2024,Electronics,87,72.26,60,11,0,jcb,Desktop,Bronze
253,53,Male,02/08/2020,90,121,,172,28/08/2024,Health,704,24.65,86,0,1,china-unionpay,Mobile,Gold
254,25,Female,08/01/2021,50,254,,330,03/06/2024,Automotive,166,87.73,99,4,3,switch,Mobile,Bronze
255,61,Female,07/07/2018,6,208,,364,19/03/2024,Toys,901,80.62,97,9,9,jcb,Mobile,Silver
256,74,Female,16/10/2022,52,221,,255,16/02/2024,Home & Kitchen,578,7.8,6,15,0,jcb,Desktop,Bronze
257,18,Female,05/01/2022,68,316,,354,23/07/2024,Clothing,1015,68.98,80,19,5,switch,Desktop,Bronze
258,39,Male,02/02/2020,45,165,,128,31/10/2023,Books,544,28.6,84,4,2,bankcard,Mobile,Silver
259,62,Female,30/05/2024,14,287,,20,28/12/2023,Automotive,941,52.97,12,6,8,visa-electron,Mobile,Platinum
260,30,Male,20/06/2021,57,194,,288,20/07/2024,Pets,5,23.6,94,19,1,china-unionpay,Mobile,Silver
261,19,Male,15/11/2021,32,203,,99,07/12/2023,Pets,532,34.84,38,10,2,mastercard,Mobile,Platinum
262,55,Female,07/06/2023,64,154,,164,18/04/2024,Pets,517,34.69,65,7,5,maestro,Mobile,Silver
263,23,Male,14/11/2021,13,19,,134,30/06/2024,Home & Kitchen,564,46.89,99,8,10,jcb,Desktop,Silver
264,27,Female,24/03/2023,63,59,,72,12/05/2024,Home & Kitchen,717,18.52,50,9,8,jcb,Desktop,Platinum
265,51,Male,11/05/2024,81,418,,101,29/10/2023,Sports & Outdoors,614,9.54,50,17,9,laser,Desktop,Gold
266,33,Female,12/04/2018,13,371,,94,28/08/2024,Automotive,439,73.58,56,5,5,jcb,Desktop,Silver
267,94,Male,26/07/2022,99,30,,70,08/08/2024,Health,275,4.98,1,14,4,jcb,Mobile,Bronze
268,55,Male,15/07/2019,29,498,,264,11/12/2023,Home & Kitchen,532,97.06,43,13,5,mastercard,Desktop,Platinum
269,94,Male,02/04/2022,91,425,,163,05/04/2024,Home & Kitchen,92,8.98,53,12,1,maestro,Desktop,Gold
270,89,Female,17/07/2020,60,205,,222,27/03/2024,Beauty,993,68.0,88,18,2,jcb,Mobile,Silver
271,70,Male,30/09/2022,35,265,,1,06/04/2024,Pets,834,12.41,19,8,4,jcb,Mobile,Silver
272,49,Female,24/04/2019,46,399,,59,25/11/2023,Clothing,838,81.55,32,12,5,jcb,Desktop,Silver
273,32,Male,02/02/2020,85,89,,230,22/05/2024,Beauty,254,63.7,98,17,1,jcb,Desktop,Silver
274,37,Female,12/08/2024,72,119,,287,11/07/2024,Books,451,74.26,64,19,2,mastercard,Mobile,Platinum
275,75,Male,09/02/2022,9,216,,343,16/06/2024,Health,1026,58.68,78,6,2,mastercard,Desktop,Silver
276,73,Female,28/04/2019,75,425,,351,10/10/2023,Toys,985,83.34,0,10,10,solo,Desktop,Platinum
277,55,Male,26/10/2023,46,236,,204,03/06/2024,Home & Kitchen,415,73.76,10,6,7,mastercard,Mobile,Silver
278,50,Female,02/03/2021,88,253,,327,21/01/2024,Automotive,595,43.12,27,10,2,jcb,Mobile,Gold
279,46,Male,21/04/2024,21,241,,85,03/06/2024,Home & Kitchen,647,11.76,22,7,8,jcb,Mobile,Platinum
280,81,Male,15/03/2023,57,394,,207,03/06/2024,Pets,1015,82.61,72,18,1,mastercard,Mobile,Bronze
281,60,Female,10/08/2020,71,319,,86,06/10/2023,Home & Kitchen,240,86.56,7,13,4,solo,Desktop,Gold
282,72,Female,25/06/2021,28,131,,71,21/10/2023,Health,437,11.33,9,15,1,americanexpress,Desktop,Bronze
283,90,Female,12/02/2023,84,353,,230,03/04/2024,Automotive,234,87.98,69,18,10,maestro,Mobile,Silver
284,65,Female,29/07/2023,32,403,,337,27/08/2024,Electronics,591,90.35,96,8,5,mastercard,Mobile,Bronze
285,63,Female,30/09/2020,13,193,,80,05/03/2024,Electronics,723,0.24,73,15,6,jcb,Mobile,Gold
286,87,Female,20/05/2022,63,343,,120,25/11/2023,Clothing,382,2.98,44,2,0,mastercard,Desktop,Platinum
287,67,Female,22/09/2018,28,129,,189,17/10/2023,Home & Kitchen,352,20.27,78,1,9,maestro,Desktop,Bronze
288,84,Female,02/08/2018,30,402,,12,15/03/2024,Health,911,13.17,14,17,10,jcb,Mobile,Bronze
289,61,Female,11/02/2018,66,65,,241,11/04/2024,Home & Kitchen,1002,72.22,39,19,3,maestro,Mobile,Silver
290,38,Female,09/12/2019,86,173,,284,08/04/2024,Toys,207,61.11,4,9,5,jcb,Mobile,Silver
291,49,Female,03/07/2018,65,322,,333,02/07/2024,Beauty,444,38.22,38,17,9,mastercard,Desktop,Platinum
292,73,Male,11/08/2024,60,380,,154,20/08/2024,Toys,746,23.4,67,17,7,jcb,Desktop,Gold
293,42,Male,16/06/2020,76,435,,20,15/08/2024,Clothing,959,5.63,23,18,7,mastercard,Mobile,Silver
294,51,Female,09/07/2022,54,483,,133,03/02/2024,Pets,537,17.24,5,12,6,jcb,Desktop,Gold
295,59,Male,17/12/2020,67,193,,181,11/01/2024,Electronics,957,96.45,70,18,0,jcb,Desktop,Gold
296,94,Female,03/10/2019,55,14,,234,31/10/2023,Beauty,578,62.06,71,14,6,instapayment,Desktop,Silver
297,37,Female,20/03/2018,14,194,,93,19/06/2024,Books,569,31.6,89,4,4,laser,Mobile,Platinum
298,19,Male,31/03/2020,8,413,,237,14/05/2024,Automotive,1009,98.78,86,11,5,jcb,Desktop,Bronze
299,58,Female,07/01/2023,33,408,,272,11/12/2023,Electronics,763,11.09,36,19,5,jcb,Mobile,Silver
300,45,Female,25/06/2024,29,144,,98,07/12/2023,Health,409,78.1,23,19,8,diners-club-carte-blanche,Mobile,Bronze
301,61,Male,23/03/2023,93,296,,348,25/10/2023,Pets,755,30.92,53,5,4,china-unionpay,Desktop,Gold
302,24,Female,16/08/2018,74,151,,354,16/10/2023,Electronics,198,17.55,91,8,1,jcb,Desktop,Silver
303,35,Female,06/03/2023,80,61,,205,29/11/2023,Health,188,3.27,87,18,5,jcb,Desktop,Silver
304,59,Male,25/11/2021,32,472,,77,25/11/2023,Clothing,981,63.7,60,3,10,diners-club-enroute,Mobile,Bronze
305,70,Female,27/07/2018,3,72,,324,09/03/2024,Automotive,476,71.06,67,10,9,laser,Mobile,Platinum
306,69,Male,02/04/2021,94,300,,278,26/04/2024,Toys,518,11.2,1,13,9,laser,Desktop,Gold
307,93,Male,09/01/2020,79,478,,180,04/12/2023,Toys,84,38.81,35,9,1,jcb,Desktop,Bronze
308,85,Male,14/07/2019,38,342,,363,30/05/2024,Pets,50,14.54,68,7,4,americanexpress,Mobile,Silver
309,55,Female,26/03/2019,63,30,,189,29/11/2023,Automotive,921,57.33,42,0,2,mastercard,Desktop,Bronze
310,88,Male,02/04/2024,87,248,,210,05/09/2024,Health,724,73.91,26,5,10,jcb,Desktop,Platinum
311,76,Female,12/01/2024,43,185,,84,14/04/2024,Pets,508,78.64,93,17,5,diners-club-enroute,Desktop,Gold
312,43,Male,18/07/2019,46,173,,75,09/07/2024,Pets,957,11.88,72,6,5,jcb,Mobile,Bronze
313,56,Female,15/10/2022,60,222,,142,16/11/2023,Automotive,47,80.42,68,4,5,jcb,Desktop,Silver
314,59,Female,03/01/2024,93,74,,322,29/11/2023,Sports & Outdoors,85,77.02,39,20,9,jcb,Mobile,Bronze
315,75,Male,09/12/2018,30,232,,163,27/03/2024,Automotive,649,51.23,27,15,3,jcb,Mobile,Silver
316,25,Male,24/07/2020,12,224,,26,27/01/2024,Pets,875,28.37,39,1,1,mastercard,Mobile,Gold
317,85,Female,06/07/2020,52,66,,203,09/10/2023,Sports & Outdoors,914,58.38,53,12,6,jcb,Desktop,Gold
318,70,Female,06/09/2021,93,467,,160,13/06/2024,Sports & Outdoors,725,55.61,51,17,9,jcb,Desktop,Bronze
319,43,Female,09/03/2024,21,329,,43,09/03/2024,Beauty,707,0.57,97,5,3,jcb,Desktop,Gold
320,70,Male,28/06/2018,76,146,,218,06/07/2024,Sports & Outdoors,77,59.13,19,15,7,visa,Desktop,Bronze
321,64,Male,17/01/2024,52,111,,152,04/12/2023,Toys,435,90.14,18,7,0,maestro,Desktop,Gold
322,69,Female,22/08/2019,24,495,,162,15/09/2024,Electronics,876,28.37,84,1,2,mastercard,Mobile,Platinum
323,82,Female,20/05/2023,37,346,,102,13/12/2023,Toys,923,73.37,85,15,2,china-unionpay,Desktop,Silver
324,56,Male,02/05/2018,64,278,,339,13/12/2023,Sports & Outdoors,35,6.42,6,6,7,switch,Desktop,Silver
325,23,Female,23/08/2021,76,193,,362,26/12/2023,Electronics,520,90.85,51,10,4,jcb,Desktop,Platinum
326,28,Male,17/03/2020,85,250,,261,13/02/2024,Toys,768,30.9,28,5,5,jcb,Mobile,Platinum
327,85,Male,06/01/2023,12,465,,252,14/09/2024,Home & Kitchen,526,48.08,3,0,5,jcb,Mobile,Platinum
328,81,Female,10/04/2021,31,86,,206,11/06/2024,Electronics,236,24.23,81,18,2,mastercard,Mobile,Silver
329,49,Male,27/03/2021,35,234,,15,26/08/2024,Beauty,251,94.01,71,18,5,mastercard,Mobile,Gold
330,74,Female,28/05/2021,6,358,,17,04/09/2024,Electronics,939,77.43,88,10,6,jcb,Desktop,Platinum
331,33,Male,18/07/2023,89,128,,49,01/01/2024,Books,795,6.8,71,8,7,switch,Mobile,Gold
332,38,Male,15/02/2020,42,167,,128,15/03/2024,Electronics,906,0.73,41,8,8,mastercard,Mobile,Gold
333,29,Female,14/01/2021,3,301,,252,15/02/2024,Home & Kitchen,763,87.06,33,15,3,jcb,Mobile,Gold
334,74,Male,09/08/2022,73,264,,53,21/07/2024,Sports & Outdoors,461,17.94,95,20,9,china-unionpay,Mobile,Gold
335,28,Female,23/09/2019,58,280,,172,18/07/2024,Automotive,811,42.1,39,7,7,diners-club-international,Desktop,Platinum
336,36,Male,29/06/2022,39,255,,151,14/06/2024,Clothing,471,90.54,81,5,7,china-unionpay,Desktop,Gold
337,18,Female,18/08/2018,67,235,,211,21/07/2024,Sports & Outdoors,804,84.88,20,20,2,mastercard,Mobile,Silver
338,31,Female,15/01/2024,10,66,,228,17/06/2024,Electronics,170,69.52,70,3,7,jcb,Mobile,Platinum
339,54,Male,03/06/2019,13,363,,68,12/11/2023,Pets,134,22.75,95,5,9,diners-club-us-ca,Desktop,Gold
340,68,Female,11/03/2022,100,335,,75,02/11/2023,Beauty,732,22.67,63,12,8,visa,Mobile,Gold
341,62,Female,07/01/2024,53,399,,302,17/06/2024,Automotive,413,35.53,73,5,6,jcb,Desktop,Platinum
342,32,Female,28/09/2022,34,42,,80,18/10/2023,Toys,490,17.09,93,18,4,jcb,Mobile,Bronze
343,36,Female,17/10/2023,72,316,,238,04/11/2023,Health,253,9.62,0,4,2,jcb,Mobile,Gold
344,22,Male,13/07/2021,47,233,,71,14/01/2024,Health,619,63.55,78,13,8,visa,Desktop,Gold
345,19,Male,21/06/2021,52,339,,128,16/06/2024,Beauty,236,0.41,93,10,4,jcb,Mobile,Silver
346,58,Male,26/07/2020,3,370,,111,03/09/2024,Clothing,554,15.18,75,13,1,visa,Desktop,Platinum
347,28,Male,04/11/2022,37,325,,129,16/11/2023,Health,195,43.32,37,16,10,solo,Desktop,Gold
348,65,Female,22/03/2024,33,19,,109,14/07/2024,Clothing,973,82.68,69,12,7,jcb,Desktop,Platinum
349,19,Male,16/01/2020,43,448,,269,29/06/2024,Toys,390,96.11,56,19,2,visa-electron,Desktop,Gold
350,89,Female,15/10/2019,18,475,,339,24/10/2023,Health,522,17.44,14,14,0,china-unionpay,Mobile,Platinum
351,91,Female,08/03/2019,22,87,,340,20/03/2024,Toys,815,98.01,84,18,7,maestro,Mobile,Platinum
352,44,Male,03/01/2023,86,328,,43,19/10/2023,Sports & Outdoors,405,33.78,63,18,9,jcb,Desktop,Gold
353,81,Male,02/09/2024,90,329,,240,09/08/2024,Automotive,80,90.47,84,16,10,visa-electron,Desktop,Silver
354,80,Male,10/03/2022,26,232,,278,11/11/2023,Clothing,373,84.9,96,0,3,visa-electron,Desktop,Platinum
355,69,Female,07/06/2018,11,26,,358,27/02/2024,Sports & Outdoors,694,68.89,54,18,10,switch,Desktop,Gold
356,66,Female,15/12/2020,53,335,,295,16/06/2024,Books,29,84.16,60,10,0,jcb,Desktop,Bronze
357,85,Male,21/01/2020,57,474,,113,11/01/2024,Electronics,695,82.83,67,10,9,bankcard,Desktop,Silver
358,75,Female,07/09/2024,48,108,,14,19/03/2024,Home & Kitchen,194,40.43,46,10,2,mastercard,Mobile,Platinum
359,84,Female,04/04/2018,25,47,,104,26/01/2024,Books,900,73.88,36,6,2,jcb,Desktop,Gold
360,22,Male,04/11/2021,3,197,,241,01/06/2024,Pets,180,7.73,90,0,1,jcb,Mobile,Bronze
361,20,Male,17/06/2024,11,102,,237,28/07/2024,Sports & Outdoors,241,54.54,48,18,10,china-unionpay,Desktop,Bronze
362,70,Female,29/03/2024,53,292,,188,02/04/2024,Toys,399,86.65,19,10,1,jcb,Desktop,Platinum
363,95,Male,22/01/2024,89,495,,12,13/04/2024,Beauty,989,49.12,55,15,6,jcb,Mobile,Platinum
364,43,Male,26/11/2023,81,430,,161,15/06/2024,Clothing,493,30.48,15,13,8,jcb,Mobile,Bronze
365,28,Female,28/12/2022,57,188,,226,16/07/2024,Home & Kitchen,1023,16.08,64,9,6,diners-club-enroute,Mobile,Gold
366,95,Male,05/09/2018,72,449,,304,17/07/2024,Books,527,79.66,31,18,6,laser,Desktop,Bronze
367,85,Male,16/11/2023,21,19,,348,01/02/2024,Sports & Outdoors,1004,78.47,36,17,0,mastercard,Mobile,Platinum
368,54,Female,26/11/2019,45,58,,72,26/11/2023,Electronics,154,13.51,0,18,6,china-unionpay,Desktop,Bronze
369,74,Male,02/02/2024,99,342,,157,14/02/2024,Toys,751,21.46,50,6,10,jcb,Desktop,Platinum
370,29,Female,07/12/2021,60,414,,24,12/02/2024,Automotive,96,96.43,10,6,1,jcb,Mobile,Gold
371,78,Female,28/08/2020,43,398,,28,12/09/2024,Electronics,947,74.0,28,1,2,visa-electron,Mobile,Bronze
372,51,Male,03/05/2020,30,398,,241,06/05/2024,Clothing,367,11.22,39,14,10,bankcard,Desktop,Gold
373,44,Male,11/01/2019,46,307,,145,26/11/2023,Toys,986,86.4,22,16,8,diners-club-us-ca,Mobile,Gold
374,56,Male,11/03/2020,21,92,,248,09/03/2024,Sports & Outdoors,556,6.04,63,1,3,instapayment,Mobile,Bronze
375,58,Male,01/07/2022,78,379,,122,02/04/2024,Toys,811,26.14,92,14,3,maestro,Mobile,Gold
376,50,Male,03/08/2018,33,277,,217,25/10/2023,Automotive,238,40.53,35,10,2,jcb,Desktop,Gold
377,75,Female,02/03/2024,76,362,,205,30/12/2023,Health,731,63.99,88,20,9,americanexpress,Mobile,Platinum
378,91,Female,31/07/2022,36,386,,84,29/11/2023,Automotive,112,33.32,38,10,6,jcb,Desktop,Gold
379,94,Female,18/04/2021,54,269,,237,21/04/2024,Electronics,289,39.17,65,1,1,diners-club-carte-blanche,Mobile,Platinum
380,64,Male,20/01/2024,19,495,,121,01/04/2024,Books,519,44.49,56,9,3,china-unionpay,Desktop,Platinum
381,28,Male,28/07/2018,31,459,,231,15/04/2024,Books,100,77.18,34,3,0,jcb,Desktop,Gold
382,37,Male,05/12/2021,9,286,,57,12/04/2024,Sports & Outdoors,210,57.9,3,14,10,jcb,Desktop,Silver
383,65,Male,26/09/2019,68,87,,209,22/01/2024,Beauty,62,49.5,83,5,8,bankcard,Mobile,Platinum
384,89,Male,27/09/2020,17,196,,123,05/06/2024,Toys,939,81.71,27,14,2,jcb,Mobile,Bronze
385,89,Female,10/09/2019,44,262,,309,17/08/2024,Pets,645,67.97,10,7,0,maestro,Mobile,Platinum
386,39,Female,27/04/2024,100,417,,44,28/12/2023,Electronics,799,75.46,57,8,1,jcb,Desktop,Bronze
387,74,Male,27/01/2023,23,72,,3,06/05/2024,Electronics,771,40.6,10,20,4,visa-electron,Mobile,Gold
388,63,Female,17/09/2024,75,419,,145,30/03/2024,Toys,89,43.62,11,15,7,jcb,Desktop,Silver
389,62,Female,21/04/2021,17,46,,164,05/02/2024,Beauty,828,17.62,70,1,10,jcb,Mobile,Gold
390,41,Female,13/03/2020,82,385,,290,08/08/2024,Beauty,21,75.21,98,18,2,visa-electron,Desktop,Platinum
391,68,Female,14/11/2021,74,492,,228,19/08/2024,Books,648,77.3,46,7,0,jcb,Desktop,Bronze
392,73,Female,06/01/2022,78,450,,321,25/09/2023,Home & Kitchen,589,20.16,47,3,6,jcb,Mobile,Silver
393,46,Female,29/01/2024,15,448,,128,10/07/2024,Electronics,258,90.97,15,12,10,switch,Mobile,Bronze
394,44,Male,02/04/2020,18,358,,28,21/05/2024,Home & Kitchen,239,23.62,58,8,7,jcb,Mobile,Platinum
395,28,Female,22/09/2022,91,253,,97,04/10/2023,Automotive,62,21.45,0,4,9,diners-club-enroute,Mobile,Bronze
396,44,Female,17/09/2018,5,266,,119,03/06/2024,Clothing,491,13.74,78,2,7,visa-electron,Desktop,Bronze
397,68,Female,20/06/2018,77,380,,271,19/12/2023,Pets,412,56.57,13,15,4,jcb,Desktop,Platinum
398,28,Female,13/12/2022,49,274,,53,26/07/2024,Electronics,1013,0.11,68,0,3,jcb,Desktop,Gold
399,52,Male,08/06/2022,63,165,,277,03/11/2023,Clothing,509,63.23,69,17,8,jcb,Mobile,Gold
400,44,Female,12/07/2022,72,299,,32,09/12/2023,Health,223,27.14,20,15,0,visa,Desktop,Gold
401,45,Male,11/12/2023,38,145,,254,18/06/2024,Beauty,370,55.74,1,12,8,diners-club-enroute,Mobile,Bronze
402,47,Male,14/08/2024,30,495,,131,18/11/2023,Beauty,652,35.02,98,5,10,americanexpress,Mobile,Gold
403,45,Male,02/03/2021,66,116,,181,08/12/2023,Clothing,36,0.81,94,8,0,jcb,Mobile,Bronze
404,84,Female,04/02/2022,72,75,,273,31/01/2024,Health,820,64.83,34,18,6,jcb,Desktop,Platinum
405,87,Male,19/01/2019,37,222,,325,15/01/2024,Toys,337,71.56,35,12,6,solo,Mobile,Gold
406,33,Female,06/09/2023,26,63,,362,13/04/2024,Toys,283,90.58,96,9,2,jcb,Mobile,Bronze
407,43,Female,23/04/2023,68,12,,297,09/03/2024,Electronics,607,19.64,60,2,4,mastercard,Mobile,Silver
408,94,Female,13/04/2018,43,412,,282,12/11/2023,Beauty,770,39.5,40,11,1,jcb,Desktop,Bronze
409,23,Female,12/02/2021,97,34,,245,10/12/2023,Home & Kitchen,750,23.9,61,5,1,visa-electron,Desktop,Gold
410,54,Female,29/12/2021,42,372,,33,25/12/2023,Health,743,11.57,81,12,0,visa-electron,Desktop,Bronze
411,43,Female,01/02/2020,72,349,,357,19/01/2024,Automotive,310,59.53,35,8,2,jcb,Desktop,Bronze
412,19,Female,11/05/2023,70,366,,311,26/07/2024,Sports & Outdoors,521,49.32,71,3,9,jcb,Mobile,Gold
413,44,Male,15/09/2021,14,90,,162,05/12/2023,Beauty,829,35.76,56,20,10,americanexpress,Mobile,Silver
414,90,Female,10/11/2022,95,381,,72,01/01/2024,Beauty,4,11.97,43,0,3,visa,Desktop,Gold
415,92,Male,05/03/2020,31,73,,212,12/06/2024,Beauty,697,27.52,88,20,8,bankcard,Desktop,Silver
416,49,Male,17/06/2020,62,78,,42,20/05/2024,Electronics,401,45.22,98,12,5,diners-club-us-ca,Mobile,Gold
417,82,Female,09/05/2021,70,33,,218,15/12/2023,Health,326,72.99,27,14,4,jcb,Desktop,Platinum
418,22,Female,30/05/2019,95,221,,116,02/05/2024,Sports & Outdoors,653,45.29,1,11,9,jcb,Desktop,Silver
419,92,Female,16/05/2019,4,429,,132,08/01/2024,Toys,533,3.75,23,20,8,jcb,Mobile,Gold
420,26,Male,15/06/2024,86,43,,259,15/06/2024,Home & Kitchen,485,78.8,6,4,2,jcb,Mobile,Gold
421,89,Female,09/08/2022,30,220,,123,27/08/2024,Health,593,87.14,78,18,9,diners-club-enroute,Mobile,Gold
422,45,Male,07/05/2021,52,358,,316,24/11/2023,Health,37,35.82,87,8,9,visa-electron,Mobile,Silver
423,88,Female,11/11/2018,55,184,,5,19/09/2023,Health,553,9.66,57,18,0,laser,Desktop,Bronze
424,87,Female,18/11/2018,68,395,,3,27/12/2023,Automotive,220,57.49,76,18,0,mastercard,Desktop,Bronze
425,25,Female,13/11/2022,87,138,,312,02/12/2023,Automotive,548,90.34,25,6,9,americanexpress,Desktop,Bronze
426,19,Male,05/05/2019,16,150,,11,09/08/2024,Beauty,34,88.94,35,18,3,jcb,Desktop,Gold
427,52,Male,23/04/2022,58,47,,220,25/01/2024,Health,829,1.83,28,9,1,diners-club-us-ca,Mobile,Silver
428,26,Female,26/09/2021,77,343,,111,08/03/2024,Home & Kitchen,447,26.56,81,5,8,maestro,Desktop,Gold
429,62,Female,21/07/2024,35,436,,258,22/10/2023,Beauty,45,21.23,34,15,3,maestro,Desktop,Gold
430,83,Male,20/06/2018,85,153,,328,19/11/2023,Pets,875,74.65,91,20,4,americanexpress,Desktop,Gold
431,39,Male,30/03/2018,19,11,,3,03/04/2024,Beauty,610,50.74,47,2,8,americanexpress,Mobile,Platinum
432,60,Male,26/03/2021,10,424,,109,23/04/2024,Books,499,78.05,62,7,9,jcb,Desktop,Bronze
433,53,Male,11/10/2023,83,451,,309,25/09/2023,Pets,136,29.59,67,6,10,diners-club-us-ca,Mobile,Silver
434,71,Female,12/04/2021,34,91,,356,18/08/2024,Beauty,592,10.31,88,13,4,jcb,Desktop,Bronze
435,55,Male,21/07/2018,55,179,,351,07/01/2024,Clothing,1006,87.62,29,1,10,switch,Desktop,Gold
436,76,Female,05/10/2023,27,464,,86,06/03/2024,Pets,372,78.92,9,3,8,maestro,Desktop,Silver
437,50,Female,29/08/2021,70,332,,77,29/12/2023,Electronics,360,82.6,36,1,8,maestro,Desktop,Silver
438,94,Male,30/01/2024,52,474,,306,08/09/2024,Home & Kitchen,804,24.1,6,13,10,jcb,Mobile,Silver
439,25,Female,13/03/2021,77,200,,352,01/12/2023,Automotive,741,8.48,38,14,4,jcb,Mobile,Silver
440,74,Male,14/05/2018,30,334,,234,04/09/2024,Books,180,36.61,6,12,10,mastercard,Desktop,Platinum
441,65,Male,22/03/2020,74,493,,204,22/05/2024,Clothing,951,54.91,49,19,10,maestro,Mobile,Silver
442,94,Male,14/11/2018,49,356,,100,18/05/2024,Health,977,29.26,99,6,7,jcb,Mobile,Platinum
443,63,Female,29/08/2023,31,412,,266,23/12/2023,Health,669,56.76,71,16,10,jcb,Mobile,Platinum
444,92,Female,24/09/2020,32,241,,199,19/10/2023,Clothing,1007,5.8,27,10,0,jcb,Desktop,Gold
445,61,Female,02/08/2018,37,101,,155,30/10/2023,Clothing,551,98.17,97,6,8,jcb,Desktop,Platinum
446,75,Female,20/11/2018,44,325,,332,16/09/2024,Beauty,964,13.64,74,5,1,jcb,Desktop,Gold
447,50,Male,15/11/2020,9,48,,49,13/06/2024,Electronics,757,22.17,57,9,1,mastercard,Mobile,Silver
448,47,Male,03/01/2024,83,332,,13,17/04/2024,Electronics,223,45.71,75,7,2,jcb,Mobile,Bronze
449,65,Female,08/11/2019,18,176,,57,08/11/2023,Electronics,663,31.84,19,15,2,jcb,Mobile,Bronze
450,78,Male,25/03/2023,75,160,,144,01/09/2024,Beauty,492,71.28,59,11,5,jcb,Mobile,Silver
451,18,Male,21/01/2023,95,260,,197,30/10/2023,Toys,219,95.88,66,9,6,visa-electron,Mobile,Platinum
452,23,Male,09/07/2023,49,132,,267,10/03/2024,Electronics,588,1.87,11,14,3,americanexpress,Desktop,Gold
453,41,Female,18/01/2023,17,314,,237,10/10/2023,Pets,727,51.13,36,11,1,visa,Mobile,Bronze
454,41,Female,23/09/2021,56,127,,170,11/12/2023,Beauty,1006,1.16,89,10,2,laser,Desktop,Gold
455,61,Female,22/03/2018,16,302,,269,24/03/2024,Home & Kitchen,716,62.47,98,12,5,jcb,Desktop,Silver
456,89,Male,10/07/2022,52,136,,126,19/03/2024,Automotive,673,9.45,6,6,4,mastercard,Desktop,Silver
457,91,Female,01/02/2021,52,436,,271,11/03/2024,Health,248,16.07,35,4,7,maestro,Mobile,Gold
458,69,Female,14/02/2023,88,60,,277,19/04/2024,Books,978,53.82,53,3,9,jcb,Desktop,Gold
459,58,Female,31/10/2018,34,144,,117,13/03/2024,Clothing,228,6.72,59,13,4,jcb,Mobile,Gold
460,37,Male,04/04/2021,89,18,,175,02/10/2023,Pets,550,59.9,61,15,3,jcb,Mobile,Bronze
461,61,Female,22/11/2019,25,293,,189,23/09/2023,Automotive,285,78.48,69,14,9,jcb,Desktop,Silver
462,64,Female,05/05/2020,23,52,,239,18/09/2023,Beauty,911,70.24,7,15,0,china-unionpay,Desktop,Silver
463,39,Female,18/06/2023,4,157,,197,25/10/2023,Health,274,77.99,26,15,8,jcb,Desktop,Bronze
