age,total_orders,average_order_value,total_spent,frequency_of_purchases,website_visits,social_media_engagement,customer_support_interactions,returns_refunds,email_open_rate,account_age_days,days_since_last_purchase,gender_Male,product_categories_Beauty,product_categories_Books,product_categories_Clothing,product_categories_Electronics,product_categories_Health,product_categories_Home & Kitchen,product_categories_Pets,product_categories_Sports & Outdoors,product_categories_Toys,payment_method_bankcard,payment_method_china-unionpay,payment_method_diners-club-carte-blanche,payment_method_diners-club-enroute,payment_method_diners-club-international,payment_method_diners-club-us-ca,payment_method_instapayment,payment_method_jcb,payment_method_laser,payment_method_maestro,payment_method_mastercard,payment_method_solo,payment_method_switch,payment_method_visa,payment_method_visa-electron,device_type_Mobile,loyalty_program_status_Gold,loyalty_program_status_Platinum,loyalty_program_status_Silver
22,87,370,32190,11.10344827586207,259,29,4,6,74.85,1003,37,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
85,46,335,15410,11.891304347826088,239,24,4,5,8.29,646,99,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
72,64,419,26816,29.171875,697,34,11,4,52.45,2222,355,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,56,458,25648,30.446428571428573,465,7,12,7,70.82,1881,176,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
19,44,246,10824,21.545454545454547,563,17,0,10,22.29,1044,96,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25,67,67,4489,0.1791044776119403,629,7,10,6,17.6,329,317,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
22,96,485,46560,10.489583333333334,788,25,15,2,92.99,1321,314,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
67,82,10,820,2.6707317073170733,930,12,14,6,42.55,473,254,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
62,59,336,19824,7.237288135593221,916,36,8,4,31.35,614,187,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
91,51,45,2295,0.5098039215686274,140,10,13,9,75.84,389,363,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
38,26,51,1326,61.80769230769231,904,1,16,7,83.28,1794,187,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
84,31,239,7409,17.161290322580644,87,60,11,0,72.26,730,198,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
53,90,121,10890,16.522222222222222,704,86,0,1,24.65,1509,22,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
25,50,254,12700,24.84,166,99,4,3,87.73,1350,108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
61,6,208,1248,347.0,901,97,9,9,80.62,2266,184,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
74,52,221,11492,9.384615384615385,578,6,15,0,7.8,704,216,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18,68,316,21488,13.676470588235293,1015,80,19,5,68.98,988,58,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
39,45,165,7425,30.377777777777776,544,84,4,2,28.6,1691,324,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
30,57,194,11058,19.75438596491228,5,94,19,1,23.6,1187,61,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
19,32,203,6496,23.5,532,38,10,2,34.84,1039,287,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
55,64,154,9856,4.9375,517,65,7,5,34.69,470,154,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
23,13,19,247,73.76923076923077,564,99,8,10,46.89,1040,81,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
27,63,59,3717,6.587301587301587,717,50,9,8,18.52,545,130,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
33,13,371,4823,179.23076923076923,439,56,5,5,73.58,2352,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
94,99,30,2970,7.515151515151516,275,1,14,4,4.98,786,42,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
55,29,498,14442,55.51724137931034,532,43,13,5,97.06,1893,283,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
94,91,425,38675,8.065934065934066,92,53,12,1,8.98,901,167,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
89,60,205,12300,22.483333333333334,993,88,18,2,68.0,1525,176,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
70,35,265,9275,15.82857142857143,834,19,8,4,12.41,720,166,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
49,46,399,18354,36.43478260869565,838,32,12,5,81.55,1975,299,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
32,85,89,7565,18.48235294117647,254,98,17,1,63.7,1691,120,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
75,9,216,1944,95.33333333333333,1026,78,6,2,58.68,953,95,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
73,75,425,31875,21.68,985,0,10,10,83.34,1971,345,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
55,46,236,10856,4.804347826086956,415,10,6,7,73.76,329,108,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
50,88,253,22264,11.988636363636363,595,27,10,2,43.12,1297,242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
46,21,241,5061,2.0476190476190474,647,22,7,8,11.76,151,108,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
81,57,394,22458,7.824561403508772,1015,72,18,1,82.61,554,108,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
60,71,319,22649,16.225352112676056,240,7,13,4,86.56,1501,349,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
72,28,131,3668,30.285714285714285,437,9,15,1,11.33,1182,334,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,84,353,29652,4.9523809523809526,234,69,18,10,87.98,585,169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
65,32,403,12896,12.34375,591,96,8,5,90.35,418,23,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
63,13,193,2509,96.3076923076923,723,73,15,6,0.24,1450,198,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
87,63,343,21609,8.793650793650794,382,44,2,0,2.98,853,299,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
67,28,129,3612,66.10714285714286,352,78,1,9,20.27,2189,338,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
84,30,402,12060,68.4,911,14,17,10,13.17,2240,188,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
61,66,65,4290,34.10606060606061,1002,39,19,3,72.22,2412,161,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
38,86,173,14878,18.3953488372093,207,4,9,5,61.11,1746,164,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
49,65,322,20930,33.707692307692305,444,38,17,9,38.22,2270,79,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
73,60,380,22800,0.15,746,67,17,7,23.4,39,30,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
42,76,435,33060,20.013157894736842,959,23,18,7,5.63,1556,35,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
51,54,483,26082,10.62962962962963,537,5,12,6,17.24,803,229,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
59,67,193,12931,16.71641791044776,957,70,18,0,96.45,1372,252,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
94,55,14,770,27.072727272727274,578,71,14,6,62.06,1813,324,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
37,14,194,2716,163.07142857142858,569,89,4,4,31.6,2375,92,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
19,8,413,3304,188.125,1009,86,11,5,98.78,1633,128,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
58,33,408,13464,10.242424242424242,763,36,19,5,11.09,621,283,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
61,93,296,27528,2.3225806451612905,755,53,5,4,30.92,546,330,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24,74,151,11174,25.5,198,91,8,1,17.55,2226,339,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
35,80,61,4880,3.35,188,87,18,5,3.27,563,295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
59,32,472,15104,22.8125,981,60,3,10,63.7,1029,299,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
70,3,72,216,684.0,476,67,10,9,71.06,2246,194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
69,94,300,28200,11.914893617021276,518,1,13,9,11.2,1266,146,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
93,79,478,37762,18.037974683544302,84,35,9,1,38.81,1715,290,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
85,38,342,12996,46.89473684210526,50,68,7,4,14.54,1894,112,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
55,63,30,1890,27.126984126984127,921,42,0,2,57.33,2004,295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
88,87,248,21576,1.793103448275862,724,26,5,10,73.91,170,14,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
76,43,185,7955,2.1627906976744184,508,93,17,5,78.64,251,158,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
43,46,173,7958,39.52173913043478,957,72,6,5,11.88,1890,72,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
56,60,222,13320,6.616666666666666,47,68,4,5,80.42,705,308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
75,30,232,6960,64.5,649,27,15,3,51.23,2111,176,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
25,12,224,2688,106.83333333333333,875,39,1,1,28.37,1518,236,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
85,52,66,3432,22.884615384615383,914,53,12,6,58.38,1536,346,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
70,93,467,43431,10.870967741935484,725,51,17,9,55.61,1109,98,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
43,21,329,6909,0.0,707,97,5,3,0.57,194,194,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
70,76,146,11096,28.94736842105263,77,19,15,7,59.13,2275,75,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
69,24,495,11880,77.125,876,84,1,2,28.37,1855,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
82,37,346,12802,5.594594594594595,923,85,15,2,73.37,488,281,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
56,64,278,17792,32.046875,35,6,6,7,6.42,2332,281,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
23,76,193,14668,11.25,520,51,10,4,90.85,1123,268,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
28,85,250,21250,16.8,768,28,5,5,30.9,1647,219,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
85,12,465,5580,51.416666666666664,526,3,0,5,48.08,622,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
81,31,86,2666,37.354838709677416,236,81,18,2,24.23,1258,100,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
49,35,234,8190,35.65714285714286,251,71,18,5,94.01,1272,24,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
74,6,358,2148,199.16666666666666,939,88,10,6,77.43,1210,15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
33,89,128,11392,1.8764044943820224,795,71,8,7,6.8,429,262,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
38,42,167,7014,35.476190476190474,906,41,8,8,0.73,1678,188,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
29,3,301,903,375.6666666666667,763,33,15,3,87.06,1344,217,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
74,73,264,19272,9.753424657534246,461,95,20,9,17.94,772,60,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
28,58,280,16240,30.344827586206897,811,39,7,7,42.1,1823,63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36,39,255,9945,18.358974358974358,471,81,5,7,90.54,813,97,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18,67,235,15745,32.298507462686565,804,20,20,2,84.88,2224,60,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
31,10,66,660,15.4,170,70,3,7,69.52,248,94,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
54,13,363,4719,124.84615384615384,134,95,5,9,22.75,1935,312,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
68,100,335,33500,6.01,732,63,12,8,22.67,923,322,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
62,53,399,21147,3.056603773584906,413,73,5,6,35.53,256,94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
32,34,42,1428,11.323529411764707,490,93,18,4,17.09,722,337,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
36,72,316,22752,0.25,253,0,4,2,9.62,338,320,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
22,47,233,10951,19.46808510638298,619,78,13,8,63.55,1164,249,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
19,52,339,17628,20.98076923076923,236,93,10,4,0.41,1186,95,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
58,3,370,1110,500.0,554,75,13,1,15.18,1516,16,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
28,37,325,12025,10.18918918918919,195,37,16,10,43.32,685,308,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
65,33,19,627,3.4545454545454546,973,69,12,7,82.68,181,67,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
19,43,448,19264,37.81395348837209,390,56,19,2,96.11,1708,82,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
89,18,475,8550,81.66666666666667,522,14,14,0,17.44,1801,331,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
91,22,87,1914,83.5909090909091,815,84,18,7,98.01,2022,183,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
44,86,328,28208,3.36046511627907,405,63,18,9,33.78,625,336,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
80,26,232,6032,23.5,373,96,0,3,84.9,924,313,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
69,11,26,286,190.0909090909091,694,54,18,10,68.89,2296,205,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
66,53,335,17755,24.132075471698112,29,60,10,0,84.16,1374,95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
85,57,474,27018,25.45614035087719,695,67,10,9,82.83,1703,252,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
84,25,47,1175,84.92,900,36,6,2,73.88,2360,237,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
22,3,197,591,313.3333333333333,180,90,0,1,7.73,1050,110,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
20,11,102,1122,3.727272727272727,241,48,18,10,54.54,94,53,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,53,292,15476,0.07547169811320754,399,19,10,1,86.65,174,170,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
95,89,495,44055,0.9213483146067416,989,55,15,6,49.12,241,159,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
43,81,430,34830,2.493827160493827,493,15,13,8,30.48,298,96,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
28,57,188,10716,9.929824561403509,1023,64,9,6,16.08,631,65,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
95,72,449,32328,29.75,527,31,18,6,79.66,2206,64,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
85,21,19,399,3.6666666666666665,1004,36,17,0,78.47,308,231,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
54,45,58,2610,32.46666666666667,154,0,18,6,13.51,1759,298,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,99,342,33858,0.12121212121212122,751,50,6,10,21.46,230,218,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
29,60,414,24840,13.283333333333333,96,10,6,1,96.43,1017,220,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
78,43,398,17114,34.325581395348834,947,28,1,2,74.0,1483,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
51,30,398,11940,48.8,367,39,14,10,11.22,1600,136,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
44,46,307,14122,38.69565217391305,986,22,16,8,86.4,2078,298,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
56,21,92,1932,69.47619047619048,556,63,1,3,6.04,1653,194,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
58,78,379,29562,8.217948717948717,811,92,14,3,26.14,811,170,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
50,33,277,9141,57.84848484848485,238,35,10,2,40.53,2239,330,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
91,36,386,13896,13.5,112,38,10,6,33.32,781,295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
94,54,269,14526,20.35185185185185,289,65,1,1,39.17,1250,151,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
64,19,495,9405,3.789473684210526,519,56,9,3,44.49,243,171,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
28,31,459,14229,67.35483870967742,100,34,3,0,77.18,2245,157,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
37,9,286,2574,95.44444444444444,210,3,14,10,57.9,1019,160,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
65,68,87,5916,23.220588235294116,62,83,5,8,49.5,1820,241,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
89,17,196,3332,79.23529411764706,939,27,14,2,81.71,1453,106,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
89,44,262,11528,40.97727272727273,645,10,7,0,67.97,1836,33,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
74,23,72,1656,20.217391304347824,771,10,20,4,40.6,601,136,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
62,17,46,782,60.0,828,70,1,10,17.62,1247,227,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
41,82,385,31570,19.621951219512194,21,98,18,2,75.21,1651,42,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
68,74,492,36408,13.635135135135135,648,46,7,0,77.3,1040,31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
73,78,450,35100,8.038461538461538,589,47,3,6,20.16,987,360,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
46,15,448,6720,10.866666666666667,258,15,12,10,90.97,234,71,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
44,18,358,6444,83.88888888888889,239,58,8,7,23.62,1631,121,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
28,91,253,23023,4.142857142857143,62,0,4,9,21.45,728,351,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
44,5,266,1330,417.2,491,78,2,7,13.74,2194,108,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68,77,380,29260,26.07792207792208,412,13,15,4,56.57,2283,275,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
28,49,274,13426,12.061224489795919,1013,68,0,3,0.11,646,55,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
52,63,165,10395,8.142857142857142,509,69,17,8,63.23,834,321,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
44,72,299,21528,7.152777777777778,223,20,15,0,27.14,800,285,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
